arandr,0
awesome,0
compton,0
dmenu2,1
fzf,0
git,0
lightdm,0
lightdm-gtk-greeter,0
network-manager-applet,0
networkmanager,0
ttf-baekmuk,0
ttf-hanazono,0
ttf-hannom,0
ttf-fantasque-sans,0
ttf-sazanami,0
xscreensaver,0
